feature_set,n_features,model,calibration,Delta,chi,chi_err
12,12,kNN,calibrated,-0.114,-4.69031842046662E-36,1.47650785236116E-52
12,12,kNN,calibrated,-0.112,-1.75154655898012E-36,7.38253926180581E-53
12,12,kNN,calibrated,-0.11,-1.75154655898012E-36,7.38253926180581E-53
12,12,kNN,calibrated,-0.108,-1.75154655898012E-36,7.38253926180581E-53
12,12,kNN,uncalibrated,-0.128,0,0
12,12,kNN,uncalibrated,-0.126,0,0
12,12,kNN,uncalibrated,-0.124,0,0
12,12,kNN,uncalibrated,-0.122,0,0
12,12,kNN,uncalibrated,-0.12,0,0
12,12,kNN,uncalibrated,-0.118,0,0
12,12,kNN,uncalibrated,-0.116,0,0
12,12,kNN,uncalibrated,-0.114,0,0
12,12,kNN,uncalibrated,-0.112,0,0
12,12,kNN,uncalibrated,-0.11,0,0
12,12,kNN,uncalibrated,-0.108,0,0
12,12,SVM (RBF),calibrated,-0.128,1.23008287946699E-09,4.18586716603476E-11
12,12,SVM (RBF),calibrated,-0.126,1.577060222743E-09,4.9509459551409E-11
12,12,SVM (RBF),calibrated,-0.124,2.59415953666016E-09,3.04987378243433E-10
12,12,SVM (RBF),calibrated,-0.122,6.41255664050242E-09,6.12889330703618E-10
12,12,SVM (RBF),calibrated,-0.12,1.03079614137966E-08,8.6483966214296E-10
12,12,SVM (RBF),calibrated,-0.118,1.46745756996732E-08,9.46693190482947E-10
12,12,SVM (RBF),calibrated,-0.116,3.0559275478683E-08,2.77716322507321E-09
12,12,SVM (RBF),calibrated,-0.114,6.54634204595159E-06,5.3126165892166E-06
12,12,SVM (RBF),calibrated,-0.112,4.13537436709935E-05,3.59820859896315E-05
12,12,SVM (RBF),calibrated,-0.11,4.19740543713324E-06,2.10847374662985E-06
12,12,SVM (RBF),calibrated,-0.108,1.04668684032101E-06,5.36592132752284E-07
12,12,SVM (RBF),uncalibrated,-0.128,1.55751369101023E-05,4.50789568785976E-07
12,12,SVM (RBF),uncalibrated,-0.126,2.00953393756154E-05,4.42803971076898E-07
12,12,SVM (RBF),uncalibrated,-0.124,2.43404148798149E-05,2.18035737545541E-06
12,12,SVM (RBF),uncalibrated,-0.122,3.39347622467963E-05,2.21087024806588E-06
12,12,SVM (RBF),uncalibrated,-0.12,3.94140072948833E-05,2.69983070461399E-06
12,12,SVM (RBF),uncalibrated,-0.118,4.37526036868487E-05,2.3010818738981E-06
12,12,SVM (RBF),uncalibrated,-0.116,5.41057884834524E-05,3.32373270497705E-06
12,12,SVM (RBF),uncalibrated,-0.114,0.000432199123997088,0.000154354609909504
12,12,SVM (RBF),uncalibrated,-0.112,0.000634887355420131,0.000292704922370459
12,12,SVM (RBF),uncalibrated,-0.11,0.000327143411039031,7.36529647688675E-05
12,12,SVM (RBF),uncalibrated,-0.108,0.000263740762485361,6.69607499091907E-05
12,12,Neural Network,calibrated,-0.128,1.91541745543951E-17,8.76897889576394E-19
12,12,Neural Network,calibrated,-0.126,5.61458064403191E-17,2.35233473588628E-18
12,12,Neural Network,calibrated,-0.124,1.21334043099948E-16,1.56694524221901E-17
12,12,Neural Network,calibrated,-0.122,1.01377333173538E-15,1.08543271193036E-16
12,12,Neural Network,calibrated,-0.12,2.07968729064984E-15,1.9279892294368E-16
12,12,Neural Network,calibrated,-0.118,1.5805151292688E-15,1.37990931273849E-16
12,12,Neural Network,calibrated,-0.116,3.19220605801922E-14,4.02105364461505E-15
12,12,Neural Network,calibrated,-0.114,9.96815280254992E-12,8.62099680489254E-12
12,12,Neural Network,calibrated,-0.112,2.62771197253509E-08,2.62274251062445E-08
12,12,Neural Network,calibrated,-0.11,9.99644391175452E-12,8.42827238878889E-12
12,12,Neural Network,calibrated,-0.108,3.05884190460502E-12,2.5463381269543E-12
12,12,Neural Network,uncalibrated,-0.128,8.91000630624226E-14,6.05299201504643E-15
