transition,folder,tag,model,calibration,param,k4,mean,mean_err,mean_B,ess_frac
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03878,0.9693114,1.0098582722096605,0.020110691204061004,23.0,0.0036853346483106185
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0388,0.9693039999999999,1.0098149097747346,0.01914292386500967,23.0,0.003489897347764067
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03882,0.9692966,1.0097285166253047,0.01822498373316628,23.0,0.0033105370537382505
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03884,0.9692892,1.0096067975620644,0.017355233359739514,23.0,0.003145545920416168
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03886,0.9692818,1.0094564641157633,0.016531918992811482,23.0,0.0029934278579205375
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03888,0.9692744,1.0092833349123178,0.015753204251401916,23.0,0.0028528692145324184
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0389,0.969267,1.0088642164841373,0.015032992811982844,71.0,0.0027227138805392733
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03892,0.9692596,1.0087300351501693,0.014391179775984336,71.0,0.0026019421004697166
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03894,0.9692522,1.0085793036610302,0.013782396372054187,71.0,0.0024896524016750406
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03896,0.9692448,1.0084156729964389,0.013205258604046543,71.0,0.0023850461470152112
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03898,0.9692374,1.008242276021112,0.012658367297972789,71.0,0.002287414301676695
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.039,0.96923,1.0080617881293268,0.01214032297625045,71.0,0.002196126072055642
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03902,0.96922275,1.0078784543216122,0.011655017323662607,71.0,0.0021114902591880054
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03904,0.9692155,1.0076922787989342,0.011195243101275948,71.0,0.002032020135972979
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03906,0.96920825,1.0075048238705353,0.010759709252734824,71.0,0.001957280511268437
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03908,0.969201,1.0073173946991463,0.010347159831698064,71.0,0.0018868807005085685
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0391,0.96919375,1.0071310730067262,0.009956378732942674,71.0,0.0018204693364529036
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03912,0.9691865000000001,1.0069467470212963,0.009586193213467424,71.0,0.0017577298506952555
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03914,0.96917925,1.0067651379900493,0.009235476378224226,71.0,0.0016983765315043175
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03916,0.969172,1.0065868235736004,0.008903148787451834,71.0,0.0016421510778482638
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03918,0.96916475,1.006412258422765,0.008588179325598366,71.0,0.0015888195814209999
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0392,0.9691575,1.0062417922220996,0.008289585455610801,71.0,0.0015381698785847952
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03922,0.96915025,1.0060756854649482,0.00800643296747859,71.0,0.0014900092226286452
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03924,0.969143,1.0059141232062,0.0077378353158987475,71.0,0.001444162233917733
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03926,0.96913575,1.005756405396877,0.007483310992100337,70.0,0.001400469091575699
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03928,0.9691285,1.0056052898767922,0.007242331333096292,70.0,0.0013587839354830126
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0393,0.9691212499999999,1.0054539891411607,0.007014533464511805,74.0,0.001318973451739275
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03932,0.969114,1.0053162202190382,0.006800701926963898,74.0,0.0012809156184502815
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03934,0.96910675,1.005182772740953,0.006597299851387944,74.0,0.001244498591861739
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03936,0.9690995,1.005053603737081,0.00640372145363898,74.0,0.0012096197155673882
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03938,0.96909225,1.004928649793417,0.006219396849932887,74.0,0.0011761846378185049
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0394,0.969085,1.0048078312260957,0.006043790303927411,74.0,0.001144106523949192
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03942,0.9690784,1.004696457892566,0.0058842714944546915,74.0,0.0011145402529627165
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03944,0.9690717999999999,1.0045886699089774,0.005731783596382596,74.0,0.00108606706788369
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03946,0.9690652,1.004484372595647,0.005585942941252725,74.0,0.0010586282220749433
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03948,0.9690586,1.0043834670637777,0.005446388389438573,74.0,0.0010321691691995423
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0395,0.9690519999999999,1.0042858516232958,0.00531278009727547,74.0,0.0010066392059737404
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03952,0.9690454,1.0041914229634568,0.0051847983280372744,74.0,0.0009819911491092254
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03954,0.9690388,1.0041000771374389,0.005062142309462913,74.0,0.0009581810428314351
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03956,0.9690322,1.0040117103774864,0.004944529139534805,74.0,0.0009351678937823224
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03958,0.9690255999999999,1.0039262197643422,0.004831692741480699,74.0,0.0009129134304745822
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0396,0.969019,1.0038435037717484,0.0047233828683498486,74.0,0.000891381884788969
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03962,0.9690124,1.0037634627038123,0.004619364156876175,74.0,0.000870539793282593
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03964,0.9690057999999999,1.0036859990411287,0.004519415229984649,74.0,0.0008503558163281125
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03966,0.9689992,1.0036110177089488,0.004423327846995263,74.0,0.0008308005733164899
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03968,0.9689926,1.0035384262794937,0.004330906100161558,74.0,0.0008118464923477027
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0397,0.968986,1.003468135118799,0.0042419656562184705,74.0,0.0007934676730063071
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03972,0.9689793999999999,1.003400057486214,0.004156333041050905,74.0,0.0007756397609632765
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03974,0.9689728,1.003334109595301,0.004073844966267166,74.0,0.0007583398332811747
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03976,0.9689662,1.00327021064165,0.003994347695240588,74.0,0.0007415462934133411
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03978,0.9689595999999999,1.003208282804073,0.003917696447405124,74.0,0.0007252387749955518
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0398,0.968953,1.0031482512235448,0.003843754838552042,74.0,0.0007093980536174287
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03982,0.9689462999999999,1.003089607383816,0.003771850545803709,74.0,0.0006939208438625419
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03984,0.9689396,1.003032744916373,0.0037024435727572237,74.0,0.0006788811845760312
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03986,0.9689329,1.0029775960676917,0.003635417075392326,74.0,0.0006642624252392354
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03988,0.9689262,1.002924095898686,0.0035706608930233647,74.0,0.0006500487985973606
