stride,feature_set,n_features,model,K0,mean,mean_err
1000,30,30,GaussianMixture,4.72,3.37785603165571E-06,3.36519967547998E-06
1000,30,30,GaussianMixture,4.73,0.000160507382491423,0.000152340719118512
1000,30,30,GaussianMixture,4.74,9.08798812108309E-05,9.05747632044261E-05
1000,30,30,GaussianMixture,4.75,0.0290827698765666,0.028300292802006
1000,30,30,GaussianMixture,4.76,0.0455133881990879,0.0419469121639922
1000,30,30,GaussianMixture,4.77,0.0718473653189899,0.0397681846494273
1000,30,30,GaussianMixture,4.78,0.132637213816542,0.0475185958941445
1000,30,30,GaussianMixture,4.79,0.242557983613352,0.0639953124767731
1000,30,30,GaussianMixture,4.81,0.444615166771563,0.0748471981240794
1000,30,30,GaussianMixture,4.82,0.616779247606092,0.0645898310699805
1000,30,30,GaussianMixture,4.83,0.651866230537283,0.063890459296717
1000,30,30,GaussianMixture,4.84,0.738847520950234,0.0559642443603966
1000,30,30,GaussianMixture,4.85,0.782429060093925,0.0573345048706067
1000,30,30,GaussianMixture,4.86,0.799028885205007,0.0508408141244179
1000,30,30,GaussianMixture,4.87,0.87697723208343,0.0429841667779619
1000,30,30,GaussianMixture,4.88,0.884655072121421,0.0355984974289932
1000,30,30,GaussianMixture,4.9,0.949818842899194,0.0275462827164874
1000,30,30,GaussianMixture,4.93,0.95305379590832,0.0250097520658614
500,30,30,GaussianMixture,4.67,4.56556150716285E-15,4.35480546989238E-15
500,30,30,GaussianMixture,4.7,1.03872883409867E-09,8.38824117291849E-10
500,30,30,GaussianMixture,4.72,0.000125183781571216,0.000119084330015129
500,30,30,GaussianMixture,4.73,0.00205799757952394,0.00188113735027481
500,30,30,GaussianMixture,4.74,0.00351811481302546,0.00317403681015056
500,30,30,GaussianMixture,4.75,0.0332503911615008,0.0212044046264584
500,30,30,GaussianMixture,4.76,0.0807883627983787,0.0399507492495004
500,30,30,GaussianMixture,4.77,0.104702353032397,0.0326068464112033
500,30,30,GaussianMixture,4.78,0.15868077517864,0.0373345431848063
500,30,30,GaussianMixture,4.79,0.270482295551993,0.0472846131059483
500,30,30,GaussianMixture,4.81,0.486190742114345,0.0472146098250149
500,30,30,GaussianMixture,4.82,0.630779282021269,0.0459871070297283
500,30,30,GaussianMixture,4.83,0.743387952156118,0.0408369922681256
500,30,30,GaussianMixture,4.84,0.750999003641285,0.0372755844082673
500,30,30,GaussianMixture,4.85,0.812922005928202,0.0363861006678119
500,30,30,GaussianMixture,4.86,0.849544965532586,0.0316897226214847
500,30,30,GaussianMixture,4.87,0.868621649054028,0.0295395973622645
500,30,30,GaussianMixture,4.88,0.886939099107151,0.0327843240433465
500,30,30,GaussianMixture,4.9,0.93614375111462,0.0221310102649048
500,30,30,GaussianMixture,4.93,0.97332104633414,0.0132442194916261
5000,30,30,MeanShift,4.67,0,0
5000,30,30,MeanShift,4.7,0,0
5000,30,30,MeanShift,4.72,0,0
5000,30,30,MeanShift,4.73,0,0
5000,30,30,MeanShift,4.74,0,0
5000,30,30,MeanShift,4.75,0,0
5000,30,30,MeanShift,4.76,0,0
5000,30,30,MeanShift,4.77,0,0
5000,30,30,MeanShift,4.78,0,0
5000,30,30,MeanShift,4.79,0,0
5000,30,30,MeanShift,4.81,0,0
5000,30,30,MeanShift,4.82,0,0
5000,30,30,MeanShift,4.83,0,0
5000,30,30,MeanShift,4.84,0,0
5000,30,30,MeanShift,4.85,0,0
5000,30,30,MeanShift,4.86,0.0588235294117647,0.0588235294117647
5000,30,30,MeanShift,4.87,0,0
5000,30,30,MeanShift,4.88,0.1,0.1
5000,30,30,MeanShift,4.9,0.0769230769230769,0.0769230769230769
5000,30,30,MeanShift,4.93,0.166666666666667,0.166666666666667
1000,30,30,MeanShift,4.67,0,0
1000,30,30,MeanShift,4.7,0,0
1000,30,30,MeanShift,4.72,0,0
1000,30,30,MeanShift,4.73,0,0
1000,30,30,MeanShift,4.74,0,0
1000,30,30,MeanShift,4.75,0,0
1000,30,30,MeanShift,4.76,0,0
1000,30,30,MeanShift,4.77,0,0
1000,30,30,MeanShift,4.78,0,0
1000,30,30,MeanShift,4.79,0,0
1000,30,30,MeanShift,4.81,0,0
1000,30,30,MeanShift,4.82,0,0
1000,30,30,MeanShift,4.83,0,0
1000,30,30,MeanShift,4.84,0.0151515151515152,0.0151515151515152
1000,30,30,MeanShift,4.85,0,0
1000,30,30,MeanShift,4.86,0,0
1000,30,30,MeanShift,4.87,0,0
1000,30,30,MeanShift,4.88,0.0425531914893617,0.0297607917523504
1000,30,30,MeanShift,4.9,0.0217391304347823,0.0217391304347826
1000,30,30,MeanShift,4.93,0.0555555555555555,0.0351364184463153
500,30,30,MeanShift,4.67,0,0
500,30,30,MeanShift,4.7,0,0
500,30,30,MeanShift,4.72,0,0
500,30,30,MeanShift,4.73,0,0
500,30,30,MeanShift,4.74,0,0
500,30,30,MeanShift,4.75,0,0
500,30,30,MeanShift,4.76,0,0
500,30,30,MeanShift,4.77,0,0
500,30,30,MeanShift,4.78,0,0
500,30,30,MeanShift,4.79,0,0
