stride,feature_set,n_features,model,K0,chi,chi_err
250,add_2,21,KMeans,4.74,0.0047169811320753804,0.004716981132075472
250,add_2,21,KMeans,4.75,0.020504376852544887,0.00992544903151956
250,add_2,21,KMeans,4.76,0.07209719898859375,0.016387284232581907
250,add_2,21,KMeans,4.77,0.19309619013312362,0.026587425711604606
250,add_2,21,KMeans,4.78,0.24773020028255632,0.008303107592765068
250,add_2,21,KMeans,4.79,0.1695958217483327,0.0164915270603048
250,add_2,21,KMeans,4.81,0.028230390054100406,0.01399858509744416
250,add_2,21,KMeans,4.82,0.0,0.0
250,add_2,21,KMeans,4.83,0.0,0.0
250,add_2,21,KMeans,4.84,0.0,0.0
250,add_2,21,KMeans,4.85,0.0,0.0
250,add_2,21,KMeans,4.86,0.0,0.0
250,add_2,21,KMeans,4.87,0.0,0.0
250,add_2,21,KMeans,4.88,0.0,0.0
250,add_2,21,KMeans,4.9,0.0,0.0
250,add_2,21,KMeans,4.93,0.0,0.0
100,add_2,21,KMeans,4.67,0.0,0.0
100,add_2,21,KMeans,4.7,0.0,0.0
100,add_2,21,KMeans,4.72,0.0,0.0
100,add_2,21,KMeans,4.73,0.0,0.0
100,add_2,21,KMeans,4.74,0.0037382248198238183,0.002623256267960331
100,add_2,21,KMeans,4.75,0.0184766654905074,0.008562084300731927
100,add_2,21,KMeans,4.76,0.07525452922134901,0.010411602742027274
100,add_2,21,KMeans,4.77,0.19108301168989253,0.008371123688951336
100,add_2,21,KMeans,4.78,0.25025077689938496,0.0006555450217079537
100,add_2,21,KMeans,4.79,0.17512663203954,0.012076332752263007
100,add_2,21,KMeans,4.81,0.018807296264371148,0.006151603090534616
100,add_2,21,KMeans,4.82,0.004643758865726824,0.0026430722183293878
100,add_2,21,KMeans,4.83,0.0,0.0
100,add_2,21,KMeans,4.84,0.0,0.0
100,add_2,21,KMeans,4.85,0.0,0.0
100,add_2,21,KMeans,4.86,0.0,0.0
100,add_2,21,KMeans,4.87,0.0,0.0
100,add_2,21,KMeans,4.88,0.0,0.0
100,add_2,21,KMeans,4.9,0.0,0.0
100,add_2,21,KMeans,4.93,0.0,0.0
250,add_2,21,Agglomerative,4.67,0.0,0.0
250,add_2,21,Agglomerative,4.7,0.0,0.0
250,add_2,21,Agglomerative,4.72,0.02636814064014532,0.016650645525641276
250,add_2,21,Agglomerative,4.73,0.03716708823091799,0.017163204726549162
250,add_2,21,Agglomerative,4.74,0.10196883462461312,0.019301211540602926
250,add_2,21,Agglomerative,4.75,0.15964501869783462,0.01980344227772152
250,add_2,21,Agglomerative,4.76,0.2387250286952372,0.013670539986329444
250,add_2,21,Agglomerative,4.77,0.24949584299429522,0.0030336210691061754
250,add_2,21,Agglomerative,4.78,0.22721343622798773,0.012925984105166799
250,add_2,21,Agglomerative,4.79,0.15641668433546607,0.0220610624007987
250,add_2,21,Agglomerative,4.81,0.06627419971471406,0.023697824942349725
250,add_2,21,Agglomerative,4.82,0.027199467711808593,0.01326457053134602
250,add_2,21,Agglomerative,4.83,0.019990620719160277,0.008569455731859566
250,add_2,21,Agglomerative,4.84,0.0038314176245210353,0.003831417624521073
250,add_2,21,Agglomerative,4.85,0.0,0.0
250,add_2,21,Agglomerative,4.86,0.0,0.0
250,add_2,21,Agglomerative,4.87,0.0,0.0
250,add_2,21,Agglomerative,4.88,0.0,0.0
250,add_2,21,Agglomerative,4.9,0.0,0.0
250,add_2,21,Agglomerative,4.93,0.0,0.0
100,add_2,21,Agglomerative,4.67,0.0,0.0
100,add_2,21,Agglomerative,4.7,0.0,0.0
100,add_2,21,Agglomerative,4.72,0.014231838440588,0.005854348483567009
100,add_2,21,Agglomerative,4.73,0.028148077436578413,0.008039051798193676
100,add_2,21,Agglomerative,4.74,0.0666073267869613,0.011568870498473442
100,add_2,21,Agglomerative,4.75,0.16009455366505057,0.013093361107389626
100,add_2,21,Agglomerative,4.76,0.22320455074131482,0.010865649753619682
100,add_2,21,Agglomerative,4.77,0.25033904677799895,0.0004135781375563928
100,add_2,21,Agglomerative,4.78,0.2391082973928619,0.004500731573815675
100,add_2,21,Agglomerative,4.79,0.20769293056132887,0.008630339930224504
